id,protocol,source_ip,source_port,dest_ip,dest_port,action,time
1166,tcp,192.168.20.208,3,200.24.129.18,4,established,2025-03-09 05:41:45
1167,tcp,45.224.149.15,51,80.78.247.148,1,established,2025-03-10 13:05:42
1168,tcp,43.248.173.238,4,45.224.149.15,4,established,2025-03-09 21:17:17
1169,tcp,45.224.149.15,40,31.129.97.241,5,established,2025-03-10 11:03:12
1170,tcp,45.224.149.15,34,31.129.97.241,8,established,2025-03-09 15:26:43
1171,tcp,91.106.207.43,80,45.224.149.15,5,established,2025-03-09 17:23:11
1172,tcp,45.224.149.15,33,199.188.205.22,80,established,2025-03-10 12:20:52
1173,tcp,45.224.149.15,38,195.239.64.95,8,established,2025-03-10 10:55:40
1174,tcp,199.189.85.10,47,45.224.149.15,9,established,2025-03-09 02:08:44
1175,tcp,45.224.149.15,99,176.65.128.69,6,established,2025-03-09 09:35:13
1176,tcp,31.129.97.241,80,45.224.149.15,5,established,2025-03-10 04:36:36
1177,tcp,178.128.240.16,4,45.224.149.15,9,established,2025-03-10 17:34:53
1178,tcp,192.168.20.148,6,172.172.255.216,80,established,2025-03-10 21:20:30
1179,tcp,157.245.150.230,80,45.224.149.15,9,established,2025-03-10 19:10:47
1180,tcp,199.59.243.228,4,45.224.149.15,4,established,2025-03-10 21:32:22
1181,tcp,45.224.149.15,37,188.93.211.17,2,established,2025-03-09 05:01:19
1182,tcp,199.189.85.11,57,45.224.149.15,9,established,2025-03-09 22:51:28
1183,tcp,45.224.149.15,99,134.195.158.128,80,established,2025-03-10 18:54:31
1184,tcp,43.226.79.178,39,45.224.149.15,4,established,2025-03-09 01:38:19
1185,tcp,47.104.185.217,8,45.224.149.15,3,established,2025-03-09 04:26:11
1186,tcp,47.104.185.217,8,45.224.149.15,5,established,2025-03-10 05:21:48
1187,tcp,178.237.58.228,4,45.224.149.15,9,established,2025-03-10 11:34:07
1188,tcp,45.224.149.15,99,152.42.168.243,80,established,2025-03-09 03:11:04
1189,tcp,45.224.149.15,43,31.129.97.241,2,established,2025-03-10 19:43:37
1190,tcp,45.224.149.15,99,157.245.7.255,3,established,2025-03-10 00:44:59
1191,tcp,178.237.58.249,4,45.224.149.15,9,established,2025-03-09 03:48:54
1192,tcp,14.165.115.165,6,45.224.149.15,9,established,2025-03-09 07:20:59
1193,tcp,178.237.58.185,5,45.224.149.15,9,established,2025-03-10 14:58:58
1194,tcp,178.128.124.214,80,45.224.149.15,9,established,2025-03-10 01:20:13
1195,tcp,45.224.149.15,34,199.188.205.22,80,established,2025-03-10 21:19:29
1196,tcp,91.106.207.43,80,45.224.149.15,5,established,2025-03-10 09:47:34
1197,tcp,45.224.149.15,58,43.154.73.183,8,established,2025-03-10 00:29:33
1198,tcp,91.106.207.43,80,45.224.149.15,5,established,2025-03-10 11:00:07
1199,tcp,51.158.204.188,5,45.224.149.15,9,established,2025-03-09 01:05:09
1200,tcp,178.237.58.226,5,45.224.149.15,9,established,2025-03-10 09:45:16
1201,tcp,91.106.207.43,80,45.224.149.15,5,established,2025-03-09 13:21:59
1202,tcp,66.29.132.30,443,45.224.149.15,5,established,2025-03-09 21:08:30
1203,tcp,45.224.149.15,99,178.237.58.240,80,established,2025-03-09 07:30:55
1204,tcp,45.224.149.15,99,176.65.128.69,5,established,2025-03-09 19:48:07
1205,tcp,192.168.20.224,4,163.70.152.5,44,established,2025-03-09 06:43:51
1206,tcp,91.106.207.43,80,45.224.149.15,5,established,2025-03-10 05:27:58
1207,tcp,45.224.149.15,99,206.189.81.9,53,established,2025-03-09 01:44:22
1208,tcp,192.168.20.87,48,142.251.135.163,80,established,2025-03-09 12:39:07
1209,tcp,170.39.194.120,5,45.224.149.15,9,established,2025-03-10 04:52:25
1210,tcp,172.8.26.5,59086,163.70.152.7,44,established,2025-03-09 10:47:23
1211,tcp,45.224.149.15,51,91.106.207.43,8,established,2025-03-10 04:01:58
1212,tcp,192.64.117.94,44,45.224.149.15,3,established,2025-03-09 02:45:03
1213,tcp,95.129.234.27,44,45.224.149.15,3,established,2025-03-10 12:13:26
1214,tcp,45.224.149.15,35,1.94.109.26,80,established,2025-03-10 12:17:50
1215,tcp,45.224.149.15,99,206.189.81.9,36,established,2025-03-10 02:05:09
1216,tcp,47.104.185.217,8,45.224.149.15,4,established,2025-03-10 08:23:03
1217,tcp,192.168.20.24,47,8.219.231.200,4,established,2025-03-10 16:53:00
1218,tcp,95.129.234.27,44,45.224.149.15,3,established,2025-03-09 03:34:11
1219,tcp,47.104.185.217,8,45.224.149.15,5,established,2025-03-10 03:43:07
1220,tcp,212.86.102.102,5,45.224.149.15,9,established,2025-03-10 21:50:28
1221,tcp,45.224.149.15,99,134.195.158.54,80,established,2025-03-10 08:04:56
1222,tcp,192.168.20.24,43,74.125.141.188,80,established,2025-03-10 21:16:53
1223,tcp,45.224.149.15,99,159.89.197.97,3,established,2025-03-09 02:17:47
1224,tcp,157.245.196.167,80,45.224.149.15,9,established,2025-03-10 05:53:37
1225,tcp,45.224.149.15,99,206.189.81.9,48,established,2025-03-09 03:15:00
1226,tcp,45.224.149.15,99,206.189.81.9,55,established,2025-03-09 01:04:58
1227,tcp,45.224.149.15,42,188.93.211.17,2,established,2025-03-10 19:49:01
1228,tcp,45.224.149.15,99,134.195.158.54,80,established,2025-03-09 23:51:42
1229,tcp,172.8.26.9,38032,163.70.152.40,4,established,2025-03-10 15:23:52
1230,tcp,45.224.149.15,99,156.253.227.215,80,established,2025-03-10 01:11:20
1231,tcp,192.168.20.155,5,163.70.152.40,4,established,2025-03-09 09:10:54
1232,tcp,95.214.52.141,60,45.224.149.15,9,established,2025-03-10 14:49:37
1233,tcp,103.187.215.253,80,45.224.149.15,3,established,2025-03-09 14:46:38
1234,tcp,45.224.149.15,55,199.188.205.22,80,established,2025-03-09 14:49:14
1235,tcp,45.224.149.15,56,31.129.97.241,8,established,2025-03-10 18:46:57
1236,tcp,45.224.149.15,38,199.188.205.22,80,established,2025-03-10 21:42:09
1237,tcp,91.106.207.43,80,45.224.149.15,5,established,2025-03-09 08:16:06
1238,tcp,181.214.173.169,80,45.224.149.15,9,established,2025-03-10 07:03:53
1239,tcp,91.106.207.43,80,45.224.149.15,4,established,2025-03-09 12:38:10
1240,tcp,31.129.97.241,80,45.224.149.15,5,established,2025-03-09 13:19:32
1241,tcp,192.168.20.22,58,74.125.141.188,80,established,2025-03-09 02:37:08
1242,tcp,45.224.149.15,36,31.129.97.241,8,established,2025-03-10 03:15:42
1243,tcp,45.224.149.15,37,91.106.207.43,8,established,2025-03-10 12:48:47
1244,tcp,91.106.207.43,80,45.224.149.15,5,established,2025-03-09 23:18:58
1245,tcp,103.169.35.190,4,45.224.149.15,5,established,2025-03-10 09:50:21
1246,tcp,192.168.20.159,5,74.125.134.188,80,established,2025-03-09 17:04:44
1247,tcp,95.129.234.27,44,45.224.149.15,5,established,2025-03-10 14:34:17
1248,tcp,45.224.149.15,44,195.239.64.95,8,established,2025-03-10 15:09:04
1249,tcp,95.129.234.27,44,45.224.149.15,3,established,2025-03-09 05:13:33
1250,tcp,45.224.149.15,35,199.188.205.22,80,established,2025-03-09 06:44:21
1251,tcp,91.106.207.43,80,45.224.149.15,4,established,2025-03-09 13:39:37
1252,tcp,95.129.234.27,44,45.224.149.15,4,established,2025-03-09 20:41:19
1253,tcp,68.183.231.98,51,45.224.149.15,9,established,2025-03-10 09:08:24
1254,tcp,170.39.194.215,5,45.224.149.15,9,established,2025-03-09 07:37:45
1255,tcp,103.66.86.235,44,45.224.149.15,5,established,2025-03-10 20:59:55
1256,tcp,170.39.193.146,3,45.224.149.15,9,established,2025-03-09 09:51:19
1257,tcp,31.129.97.241,80,45.224.149.15,4,established,2025-03-09 06:26:42
1258,tcp,91.106.207.43,80,45.224.149.15,4,established,2025-03-10 13:29:28
1259,tcp,45.224.149.15,99,185.209.223.45,80,established,2025-03-09 03:29:28
1260,tcp,185.91.127.12,40,45.224.149.15,9,established,2025-03-09 13:09:22
1261,tcp,45.224.149.15,60,43.130.237.62,8,established,2025-03-10 13:10:30
1262,tcp,207.38.88.150,42,45.224.149.15,9,established,2025-03-09 20:14:13
1263,tcp,45.224.149.15,99,156.253.227.215,80,established,2025-03-10 20:51:28
1264,tcp,45.224.149.15,99,51.158.152.199,80,established,2025-03-09 21:38:15
1265,tcp,45.224.149.15,99,176.65.128.69,5,established,2025-03-10 11:30:01
1266,tcp,45.224.149.15,99,206.189.81.9,49,established,2025-03-10 07:04:17
1267,tcp,45.224.149.15,99,62.171.189.36,4,established,2025-03-10 12:01:47
1268,tcp,45.224.149.15,56,1.94.109.26,80,established,2025-03-10 19:41:59
1269,udp,192.168.20.47,36,163.70.152.35,4,established,2025-03-09 17:01:36
1270,tcp,170.39.193.187,3,45.224.149.15,9,established,2025-03-10 21:34:54
1271,tcp,95.129.234.27,44,45.224.149.15,3,established,2025-03-09 01:28:29
1272,tcp,45.224.149.15,99,167.99.79.152,5,established,2025-03-10 04:58:04
1273,tcp,203.161.47.32,43,45.224.149.15,9,established,2025-03-09 18:13:35
1274,tcp,178.128.84.170,4,45.224.149.15,9,established,2025-03-10 05:30:30
1275,tcp,103.140.90.101,4,45.224.149.15,4,established,2025-03-09 21:04:18
1276,tcp,45.224.149.15,58,199.188.205.22,80,established,2025-03-10 21:39:33
1277,tcp,91.106.207.43,80,45.224.149.15,6,established,2025-03-10 03:32:41
1278,tcp,45.224.149.15,42,31.129.97.241,5,established,2025-03-10 01:18:06
1279,tcp,45.224.149.15,99,139.59.234.8,32,established,2025-03-10 04:01:16
1280,tcp,178.128.241.124,80,45.224.149.15,9,established,2025-03-09 13:24:31
1281,tcp,103.169.35.190,4,45.224.149.15,5,established,2025-03-09 05:49:51
1282,tcp,103.140.90.100,4,45.224.149.15,3,established,2025-03-09 03:52:58
1283,tcp,45.224.149.15,99,167.172.87.93,5,established,2025-03-10 07:26:02
1284,tcp,103.17.76.8,443,45.224.149.15,6,established,2025-03-10 12:56:41
1285,tcp,68.183.231.98,56,45.224.149.15,9,established,2025-03-09 07:28:34
1286,tcp,170.39.194.215,3,45.224.149.15,9,established,2025-03-09 01:56:57
1287,tcp,43.226.79.178,39,45.224.149.15,5,established,2025-03-09 10:37:47
1288,tcp,45.224.149.15,99,178.237.58.226,80,established,2025-03-10 12:29:00
1289,tcp,45.224.149.15,39,31.129.97.241,4,established,2025-03-09 01:48:09
1290,tcp,45.224.149.15,44,66.29.132.30,44,established,2025-03-09 14:33:54
1291,tcp,178.237.58.228,4,45.224.149.15,9,established,2025-03-09 16:38:46
1292,tcp,45.224.149.15,99,159.89.206.63,5,established,2025-03-10 07:54:58
1293,tcp,202.95.15.108,44,45.224.149.15,4,established,2025-03-10 08:02:05
1294,tcp,45.224.149.15,49,195.239.64.191,80,established,2025-03-09 13:43:35
1295,tcp,91.106.207.43,80,45.224.149.15,3,established,2025-03-09 03:10:11
1296,tcp,192.64.117.94,44,45.224.149.15,4,established,2025-03-10 11:11:19
1297,tcp,45.224.149.15,99,176.65.128.69,5,established,2025-03-10 08:02:49
1298,tcp,45.224.149.15,39,66.29.132.30,44,established,2025-03-09 07:28:13
1299,tcp,128.199.213.189,80,45.224.149.15,9,established,2025-03-10 18:21:57
1300,tcp,95.129.234.27,44,45.224.149.15,5,established,2025-03-09 10:13:55
1301,tcp,45.224.149.15,99,163.172.69.173,80,established,2025-03-09 17:40:06
1302,tcp,47.104.185.217,8,45.224.149.15,4,established,2025-03-09 03:33:44
1303,tcp,45.55.93.47,4047,45.224.149.15,9,established,2025-03-10 09:29:31
1304,tcp,91.106.207.43,80,45.224.149.15,5,established,2025-03-10 06:06:51
1305,tcp,31.129.97.241,80,45.224.149.15,3,established,2025-03-10 17:42:34
1306,tcp,192.168.20.80,44,142.251.132.78,80,established,2025-03-09 03:47:04
1307,tcp,91.106.207.43,80,45.224.149.15,3,established,2025-03-10 03:01:07
1308,tcp,192.168.20.22,46,108.177.11.188,80,established,2025-03-09 11:58:48
1309,tcp,95.129.234.27,44,45.224.149.15,5,established,2025-03-10 19:48:44
1310,tcp,45.224.149.15,99,152.42.248.10,4,established,2025-03-09 08:30:25
1311,tcp,45.224.149.15,60,156.236.213.102,80,established,2025-03-10 00:40:45
1312,tcp,45.224.149.15,99,176.65.128.69,5,established,2025-03-09 23:56:19
1313,tcp,103.17.76.8,443,45.224.149.15,6,established,2025-03-10 14:56:14
1314,tcp,45.125.15.108,80,45.224.149.15,4,established,2025-03-10 18:04:43
1315,tcp,202.95.15.108,44,45.224.149.15,4,established,2025-03-09 03:52:35
1316,tcp,89.169.36.113,37,45.224.149.15,9,established,2025-03-10 18:44:27
1317,tcp,103.169.35.190,4,45.224.149.15,4,established,2025-03-10 15:28:40
1318,tcp,112.104.138.63,1,45.224.149.15,9,established,2025-03-10 11:33:09
1319,tcp,45.224.149.15,38,195.239.64.95,8,established,2025-03-09 09:52:12
1320,tcp,45.224.149.15,99,170.39.195.10,5,established,2025-03-09 11:02:27
1321,tcp,45.224.149.15,99,176.65.128.69,3,established,2025-03-09 06:12:18
1322,tcp,45.224.149.15,99,206.189.81.9,58,established,2025-03-09 17:45:49
1323,tcp,45.224.149.15,99,51.158.152.199,80,established,2025-03-10 19:37:11
1324,tcp,45.224.149.15,50,31.129.97.241,8,established,2025-03-10 17:17:10
1325,tcp,45.224.149.15,50,162.0.232.191,4,established,2025-03-10 20:21:40
1326,tcp,192.168.20.159,3,172.217.204.188,80,established,2025-03-09 16:09:32
1327,tcp,47.104.185.217,8,45.224.149.15,4,established,2025-03-10 09:21:52
1328,tcp,45.224.149.15,99,176.65.128.69,5,established,2025-03-10 14:45:42
1329,tcp,31.129.97.241,80,45.224.149.15,5,established,2025-03-10 17:26:22
1330,tcp,47.104.185.217,8,45.224.149.15,5,established,2025-03-10 21:46:58
1331,tcp,45.224.149.15,46,188.93.211.17,2,established,2025-03-10 00:36:36
1332,tcp,45.224.149.15,48,43.130.237.62,8,established,2025-03-09 14:19:09
1333,tcp,157.245.196.167,80,45.224.149.15,9,established,2025-03-10 07:13:09
1334,tcp,31.129.97.241,80,45.224.149.15,3,established,2025-03-09 09:27:23
1335,tcp,95.129.234.27,44,45.224.149.15,3,established,2025-03-09 01:51:18
1336,tcp,45.224.149.15,99,167.71.216.110,80,established,2025-03-10 10:38:34
1337,tcp,45.224.149.15,99,139.59.236.47,4,established,2025-03-09 03:53:24
1338,tcp,95.181.236.15,42,45.224.149.15,9,established,2025-03-09 19:20:05
1339,tcp,45.224.149.15,99,156.253.227.215,80,established,2025-03-09 10:59:52
1340,tcp,103.169.35.190,4,45.224.149.15,4,established,2025-03-09 17:08:14
1341,tcp,45.224.149.15,99,176.65.128.69,4,established,2025-03-10 06:51:45
1342,tcp,23.171.216.78,62,45.224.149.15,4,established,2025-03-09 22:00:10
1343,tcp,148.72.152.226,6,45.224.149.15,9,established,2025-03-10 15:09:37
1344,tcp,170.39.194.40,52,45.224.149.15,9,established,2025-03-09 00:32:43
1345,tcp,45.224.149.15,58,31.129.97.241,8,established,2025-03-09 12:48:10
1346,tcp,68.183.231.98,44,45.224.149.15,9,established,2025-03-10 19:48:10
1347,tcp,81.94.158.218,48,45.224.149.15,9,established,2025-03-10 11:45:17
1348,tcp,192.168.20.17,49,163.70.152.5,44,established,2025-03-09 21:23:14
1349,tcp,199.59.243.228,4,45.224.149.15,4,established,2025-03-10 00:04:47
1350,tcp,45.224.149.15,36,91.106.207.43,8,established,2025-03-10 06:26:08
1351,tcp,43.226.79.178,39,45.224.149.15,4,established,2025-03-09 22:49:50
1352,tcp,45.224.149.15,33,162.0.232.216,4,established,2025-03-09 08:07:35
1353,tcp,164.90.233.161,5,45.224.149.15,9,established,2025-03-09 16:14:28
1354,tcp,192.168.20.224,5,74.125.26.188,5,established,2025-03-10 06:40:09
1355,tcp,192.168.20.117,4,168.119.25.62,4,established,2025-03-10 04:32:49
1356,tcp,45.224.149.15,45,91.106.207.43,8,established,2025-03-10 21:36:21
1357,tcp,45.224.149.15,99,175.100.33.61,5,established,2025-03-10 10:07:22
1358,tcp,170.39.193.187,5,45.224.149.15,9,established,2025-03-10 05:44:48
1359,tcp,45.224.149.15,99,134.195.158.54,80,established,2025-03-09 12:43:01
1360,tcp,192.168.20.210,3,1.1.1.1,443,established,2025-03-10 05:56:36
1361,tcp,45.224.149.15,43,103.251.44.184,80,established,2025-03-09 11:43:02
1362,udp,74.124.178.62,53,45.224.149.15,5,refused,2025-03-09 07:03:09
1363,tcp,45.224.149.15,52,91.106.207.43,8,established,2025-03-10 20:46:04
1364,tcp,192.168.20.142,5,142.250.78.54,4,established,2025-03-10 19:09:43
1365,tcp,45.224.149.15,43,162.213.251.172,80,established,2025-03-10 12:54:04
1366,tcp,104.248.148.61,5,45.224.149.15,9,established,2025-03-09 23:53:38
1367,tcp,170.39.194.40,60,45.224.149.15,9,established,2025-03-10 20:13:19
1368,tcp,192.168.20.178,5,142.250.98.188,80,established,2025-03-09 19:28:54
1369,tcp,45.224.149.15,57,91.106.207.43,8,established,2025-03-10 06:13:51
1370,tcp,137.184.177.191,80,45.224.149.15,9,established,2025-03-10 05:39:37
1371,tcp,45.224.149.15,99,178.237.58.240,80,established,2025-03-10 19:23:10
1372,tcp,103.140.90.100,4,45.224.149.15,5,established,2025-03-09 01:23:23
1373,tcp,95.181.232.11,48,45.224.149.15,9,established,2025-03-10 06:14:16
1374,tcp,192.168.20.208,4,104.244.42.131,80,established,2025-03-10 16:38:42
1375,tcp,192.168.20.248,5,74.125.26.188,5,established,2025-03-09 22:51:54
1376,tcp,45.224.149.15,46,199.188.205.22,80,established,2025-03-10 21:47:48
1377,tcp,199.189.85.12,41,45.224.149.15,9,established,2025-03-10 02:41:14
1378,tcp,45.224.149.15,99,185.209.223.45,80,established,2025-03-09 03:42:12
1379,tcp,45.224.149.15,33,43.130.237.62,8,established,2025-03-10 21:13:12
1380,tcp,95.163.238.143,8,45.224.149.15,4,established,2025-03-10 00:28:27
1381,tcp,202.181.25.235,8,45.224.149.15,4,established,2025-03-09 08:59:54
1382,udp,192.168.20.22,15,190.111.80.199,80,established,2025-03-09 17:06:16
1383,tcp,45.224.149.15,57,91.106.207.43,8,established,2025-03-10 00:39:04
1384,tcp,31.129.97.241,80,45.224.149.15,4,established,2025-03-10 15:07:28
1385,tcp,45.224.149.15,99,157.245.59.242,80,established,2025-03-09 15:45:10
1386,tcp,157.245.150.230,80,45.224.149.15,9,established,2025-03-10 06:50:39
1387,tcp,45.224.149.15,56,103.251.44.184,80,established,2025-03-10 00:14:56
1388,tcp,45.224.149.15,47,66.29.132.30,44,established,2025-03-09 23:57:27
1389,tcp,202.95.15.108,44,45.224.149.15,4,established,2025-03-09 09:45:50
1390,tcp,157.245.2.213,39,45.224.149.15,9,established,2025-03-09 20:51:12
1391,tcp,170.39.193.187,4,45.224.149.15,9,established,2025-03-09 23:55:55
1392,tcp,31.129.97.241,80,45.224.149.15,3,established,2025-03-09 21:04:37
1393,tcp,45.224.149.15,99,159.65.134.137,80,established,2025-03-10 02:11:51
1394,tcp,45.224.149.15,58,1.94.109.26,80,established,2025-03-09 08:06:22
1395,tcp,31.129.97.241,80,45.224.149.15,3,established,2025-03-10 15:05:31
1396,tcp,45.224.149.15,99,176.65.128.69,3,established,2025-03-09 10:50:38
1397,tcp,103.66.86.235,44,45.224.149.15,4,established,2025-03-10 06:34:32
1398,tcp,45.224.149.15,47,43.154.73.183,8,established,2025-03-10 18:30:40
1399,tcp,45.224.149.15,57,195.239.64.85,8,established,2025-03-10 08:36:27
1400,tcp,192.168.20.163,5,172.217.204.188,80,established,2025-03-10 17:45:05
1401,tcp,45.224.149.15,59,31.31.196.109,8,established,2025-03-09 21:51:23
1402,tcp,45.224.149.15,52,91.106.207.43,8,established,2025-03-10 12:24:43
1403,tcp,45.224.149.15,47,66.29.132.30,44,established,2025-03-10 00:36:15
1404,tcp,45.224.149.15,99,156.67.75.244,3,established,2025-03-09 14:42:01
1405,tcp,178.237.58.240,5,45.224.149.15,9,established,2025-03-09 05:16:17
1406,udp,192.168.20.7,343,163.70.152.63,4,established,2025-03-09 15:34:15
1407,tcp,45.224.149.15,38,199.188.205.22,80,established,2025-03-09 10:41:01
1408,tcp,178.237.58.185,4,45.224.149.15,9,established,2025-03-10 19:08:34
1409,tcp,170.39.194.243,4,45.224.149.15,9,established,2025-03-09 02:32:42
1410,tcp,170.39.194.215,5,45.224.149.15,9,established,2025-03-10 05:40:47
1411,tcp,45.224.149.15,32,199.188.205.22,80,established,2025-03-10 21:05:00
1412,tcp,170.39.193.238,4,45.224.149.15,9,established,2025-03-09 23:47:23
1413,tcp,45.224.149.15,99,156.253.227.215,80,established,2025-03-10 06:21:35
1414,tcp,95.129.234.27,44,45.224.149.15,3,established,2025-03-10 09:15:10
1415,tcp,45.224.149.15,99,176.65.128.69,3,established,2025-03-09 23:00:16
1416,tcp,157.245.196.167,80,45.224.149.15,9,established,2025-03-09 23:25:08
1417,tcp,103.169.35.190,4,45.224.149.15,4,established,2025-03-10 07:33:01
1418,tcp,45.224.149.15,49,188.93.211.17,8,established,2025-03-10 05:15:04
1419,tcp,95.129.234.27,44,45.224.149.15,5,established,2025-03-09 21:44:48
1420,tcp,192.168.20.142,4,34.128.182.103,80,established,2025-03-09 13:38:54
1421,tcp,23.171.216.128,6,45.224.149.15,3,established,2025-03-09 17:52:17
1422,tcp,91.106.207.43,80,45.224.149.15,3,established,2025-03-09 16:40:57
1423,tcp,91.106.207.43,80,45.224.149.15,4,established,2025-03-09 01:03:30
1424,tcp,45.224.149.15,60,31.129.97.241,5,established,2025-03-10 16:02:36
1425,tcp,50.116.87.99,443,45.224.149.15,4,established,2025-03-10 18:07:16
1426,tcp,45.224.149.15,99,52.170.117.233,80,established,2025-03-09 03:18:52
1427,tcp,192.168.20.42,51,142.251.107.188,80,established,2025-03-09 05:23:40
1428,tcp,45.224.149.15,99,157.245.59.242,80,established,2025-03-10 12:54:48
1429,tcp,45.224.149.15,99,178.237.58.185,80,established,2025-03-09 12:47:19
1430,tcp,95.129.234.27,44,45.224.149.15,3,established,2025-03-09 06:23:17
1431,tcp,45.224.149.15,99,152.228.217.167,80,established,2025-03-10 16:15:49
1432,tcp,45.224.149.15,37,95.163.239.138,80,established,2025-03-10 12:36:13
